date,holiday,country,iso
2018-01-01,New Year's Day,Antigua and Barbuda,ATG
2018-03-30,Good Friday,Antigua and Barbuda,ATG
2018-04-02,Easter Monday,Antigua and Barbuda,ATG
2018-05-07,Labour Day,Antigua and Barbuda,ATG
2018-05-21,Whit Monday,Antigua and Barbuda,ATG
2018-08-06,Carnival Monday,Antigua and Barbuda,ATG
2018-08-07,Carnival Tuesday,Antigua and Barbuda,ATG
2018-11-01,Independence Day,Antigua and Barbuda,ATG
2018-12-09,V.C. Bird Day,Antigua and Barbuda,ATG
2018-12-25,Christmas Day,Antigua and Barbuda,ATG
2018-12-26,Boxing Day,Antigua and Barbuda,ATG
2019-01-01,New Year's Day,Antigua and Barbuda,ATG
2019-04-19,Good Friday,Antigua and Barbuda,ATG
2019-04-22,Easter Monday,Antigua and Barbuda,ATG
2019-05-06,Labour Day,Antigua and Barbuda,ATG
2019-06-10,Whit Monday,Antigua and Barbuda,ATG
2019-08-05,Carnival Monday,Antigua and Barbuda,ATG
2019-08-06,Carnival Tuesday,Antigua and Barbuda,ATG
2019-11-01,Independence Day,Antigua and Barbuda,ATG
2019-12-09,V.C. Bird Day,Antigua and Barbuda,ATG
2019-12-25,Christmas Day,Antigua and Barbuda,ATG
2019-12-26,Boxing Day,Antigua and Barbuda,ATG
2020-01-01,New Year's Day,Antigua and Barbuda,ATG
2020-04-10,Good Friday,Antigua and Barbuda,ATG
2020-04-13,Easter Monday,Antigua and Barbuda,ATG
2020-05-04,Labour Day,Antigua and Barbuda,ATG
2020-06-01,Whit Monday,Antigua and Barbuda,ATG
2020-08-03,Carnival Monday,Antigua and Barbuda,ATG
2020-08-04,Carnival Tuesday,Antigua and Barbuda,ATG
2020-11-01,Independence Day,Antigua and Barbuda,ATG
2020-11-02,Independence Day Holiday,Antigua and Barbuda,ATG
2020-12-09,V.C. Bird Day,Antigua and Barbuda,ATG
2020-12-25,Christmas Day,Antigua and Barbuda,ATG
2020-12-26,Boxing Day,Antigua and Barbuda,ATG
2021-01-01,New Year's Day,Antigua and Barbuda,ATG
2021-04-02,Good Friday,Antigua and Barbuda,ATG
2021-04-05,Easter Monday,Antigua and Barbuda,ATG
2021-05-03,Labour Day,Antigua and Barbuda,ATG
2021-05-24,Whit Monday,Antigua and Barbuda,ATG
2021-08-02,Carnival Monday,Antigua and Barbuda,ATG
2021-08-03,Carnival Tuesday,Antigua and Barbuda,ATG
2021-11-01,Independence Day,Antigua and Barbuda,ATG
2021-12-09,V.C. Bird Day,Antigua and Barbuda,ATG
2021-12-25,Christmas Day,Antigua and Barbuda,ATG
2021-12-26,Boxing Day,Antigua and Barbuda,ATG
2021-12-27,Boxing Day (in lieu),Antigua and Barbuda,ATG
2022-01-01,New Year's Day,Antigua and Barbuda,ATG
2022-04-15,Good Friday,Antigua and Barbuda,ATG
2022-04-18,Easter Monday,Antigua and Barbuda,ATG
2022-05-02,Labour Day,Antigua and Barbuda,ATG
2022-06-06,Whit Monday,Antigua and Barbuda,ATG
2022-08-01,Carnival Monday,Antigua and Barbuda,ATG
2022-08-02,Carnival Tuesday,Antigua and Barbuda,ATG
2022-11-01,Independence Day,Antigua and Barbuda,ATG
2022-12-09,V.C. Bird Day,Antigua and Barbuda,ATG
2022-12-25,Christmas Day,Antigua and Barbuda,ATG
2022-12-26,Boxing Day,Antigua and Barbuda,ATG
2022-12-27,Christmas Day,Antigua and Barbuda,ATG
2016-01-01,New Year's Day,Argentina,ARG
2016-02-08,Carnival Monday,Argentina,ARG
2016-02-09,Carnival Tuesday,Argentina,ARG
2016-03-24,Maundy Thursday,Argentina,ARG
2016-03-24,Truth and Justice Memorial Day,Argentina,ARG
2016-03-25,Good Friday,Argentina,ARG
2016-04-02,Malvinas Day,Argentina,ARG
2016-05-01,Labour Day,Argentina,ARG
2016-05-25,May Day Revolution,Argentina,ARG
2016-06-17,Martin Miguel de Guemes Day,Argentina,ARG
2016-06-19,Father's Day,Argentina,ARG
2016-06-20,National Flag Day,Argentina,ARG
2016-07-08,Bridge Holiday (Bridge Day),Argentina,ARG
2016-07-09,Independence Day,Argentina,ARG
2016-08-15,San Martin's Day,Argentina,ARG
2016-10-10,Day of respect for cultural diversity,Argentina,ARG
2016-10-16,Mother's Day,Argentina,ARG
2016-11-28,Day of National Sovereignty,Argentina,ARG
2016-12-08,Immaculate Conception Day,Argentina,ARG
2016-12-09,Bridge holiday,Argentina,ARG
2016-12-25,Christmas Day,Argentina,ARG
2017-01-01,New Year's Day,Argentina,ARG
2017-02-27,Carnival Monday,Argentina,ARG
2017-02-28,Carnival Tuesday,Argentina,ARG
2017-03-24,Truth and Justice Memorial Day,Argentina,ARG
2017-04-02,Malvinas Day,Argentina,ARG
2017-04-13,Maundy Thursday,Argentina,ARG
2017-04-14,Good Friday,Argentina,ARG
2017-05-01,Labour Day,Argentina,ARG
2017-05-25,May Day Revolution,Argentina,ARG
2017-06-17,Martin Miguel de Guemes Day,Argentina,ARG
2017-06-18,Father's Day,Argentina,ARG
2017-06-20,National Flag Day,Argentina,ARG
2017-07-09,Independence Day,Argentina,ARG
2017-07-10,Independence Day Holiday,Argentina,ARG
2017-08-21,San Martin's Day,Argentina,ARG
2017-10-15,Mother's Day,Argentina,ARG
2017-10-16,Day of respect for cultural diversity,Argentina,ARG
2017-11-20,Day of National Sovereignty,Argentina,ARG
2017-12-08,Immaculate Conception Day,Argentina,ARG
2017-12-25,Christmas Day,Argentina,ARG
2018-01-01,New Year's Day,Argentina,ARG
2018-02-12,Carnival Monday,Argentina,ARG
2018-02-13,Carnival Tuesday,Argentina,ARG
2018-03-24,Truth and Justice Memorial Day,Argentina,ARG
2018-03-29,Maundy Thursday,Argentina,ARG
2018-03-30,Good Friday,Argentina,ARG
2018-04-02,Malvinas Day,Argentina,ARG
2018-04-30,Public Holiday (Bridge Day),Argentina,ARG
2018-05-01,Labour Day,Argentina,ARG
2018-05-25,May Day Revolution,Argentina,ARG
2018-06-17,Father's Day,Argentina,ARG
2018-06-17,Martin Miguel de Guemes Day,Argentina,ARG
2018-06-20,National Flag Day,Argentina,ARG
2018-07-09,Independence Day,Argentina,ARG
2018-08-20,San Martin's Day,Argentina,ARG
2018-10-15,Day of respect for cultural diversity,Argentina,ARG
2018-10-21,Mother's Day,Argentina,ARG
2018-11-19,Day of National Sovereignty,Argentina,ARG
2018-11-30,Bank Holiday,Argentina,ARG
2018-12-08,Immaculate Conception Day,Argentina,ARG
2018-12-24,Public Holiday,Argentina,ARG
2018-12-25,Christmas Day,Argentina,ARG
2018-12-31,Public Holiday,Argentina,ARG
2019-01-01,New Year's Day,Argentina,ARG
2019-03-04,Carnival Monday,Argentina,ARG
2019-03-05,Carnival Tuesday,Argentina,ARG
2019-03-24,Truth and Justice Memorial Day,Argentina,ARG
2019-04-02,Malvinas Day,Argentina,ARG
2019-04-18,Maundy Thursday,Argentina,ARG
2019-04-19,Good Friday,Argentina,ARG
2019-05-01,Labour Day,Argentina,ARG
2019-05-25,May Day Revolution,Argentina,ARG
2019-06-16,Father's Day,Argentina,ARG
2019-06-17,Martin Miguel de Guemes Day,Argentina,ARG
2019-06-20,National Flag Day,Argentina,ARG
2019-07-08,Independence Day (Bridge Day),Argentina,ARG
2019-07-09,Independence Day,Argentina,ARG
2019-08-19,San Martin's Day,Argentina,ARG
2019-10-14,Day of respect for cultural diversity,Argentina,ARG
2019-10-20,Mother's Day,Argentina,ARG
2019-11-18,Day of National Sovereignty,Argentina,ARG
2019-12-08,Immaculate Conception Day,Argentina,ARG
2019-12-25,Christmas Day,Argentina,ARG
2020-01-01,New Year's Day,Argentina,ARG
2020-02-24,Carnival Monday,Argentina,ARG
2020-02-25,Carnival Tuesday,Argentina,ARG
2020-03-23,Truth and Justice Memorial Day (Bridge Day),Argentina,ARG
2020-03-24,Truth and Justice Memorial Day,Argentina,ARG
2020-04-02,Malvinas Day,Argentina,ARG
2020-04-09,Maundy Thursday,Argentina,ARG
2020-04-10,Good Friday,Argentina,ARG
2020-05-01,Labour Day,Argentina,ARG
2020-05-25,May Day Revolution,Argentina,ARG
2020-06-15,Martin Miguel de Guemes Day,Argentina,ARG
2020-06-20,National Flag Day,Argentina,ARG
2020-06-21,Father's Day,Argentina,ARG
2020-07-09,Independence Day,Argentina,ARG
2020-07-10,Independence Day (Bridge Day),Argentina,ARG
2020-08-17,San Martin's Day,Argentina,ARG
2020-10-12,Day of respect for cultural diversity,Argentina,ARG
2020-10-18,Mother's Day,Argentina,ARG
2020-11-23,Day of National Sovereignty,Argentina,ARG
2020-12-07,Immaculate Conception Day (Bridge Day),Argentina,ARG
2020-12-08,Immaculate Conception Day,Argentina,ARG
2020-12-24,Christmas Eve,Argentina,ARG
2020-12-25,Christmas Day,Argentina,ARG
2020-12-31,New Year's Eve,Argentina,ARG
2021-01-01,New Year's Day,Argentina,ARG
2021-02-15,Carnival Monday,Argentina,ARG
2021-02-16,Carnival Tuesday,Argentina,ARG
2021-03-24,Truth and Justice Memorial Day,Argentina,ARG
2021-04-01,Maundy Thursday,Argentina,ARG
2021-04-02,Good Friday,Argentina,ARG
2021-04-02,Malvinas Day,Argentina,ARG
2021-05-01,Labour Day,Argentina,ARG
2021-05-24,May Day Revolution (Bridge Day),Argentina,ARG
2021-05-25,May Day Revolution,Argentina,ARG
2021-06-20,Father's Day,Argentina,ARG
2021-06-20,National Flag Day,Argentina,ARG
2021-06-21,Martin Miguel de Guemes Day (in lieu),Argentina,ARG
2021-07-09,Independence Day,Argentina,ARG
2021-08-16,San Martin's Day,Argentina,ARG
2021-10-08,Public Holiday,Argentina,ARG
2021-10-11,Day of respect for cultural diversity (in lieu),Argentina,ARG
2021-10-17,Mother's Day,Argentina,ARG
2021-11-22,Day of National Sovereignty,Argentina,ARG
2021-12-08,Immaculate Conception Day,Argentina,ARG
2021-12-25,Christmas Day,Argentina,ARG
2022-01-01,New Year's Day,Argentina,ARG
2022-02-28,Carnival Monday,Argentina,ARG
2022-03-01,Carnival Tuesday,Argentina,ARG
2022-03-24,Truth and Justice Memorial Day,Argentina,ARG
2022-03-25,Truth and Justice Memorial Day (Bridge Day),Argentina,ARG
2022-04-02,Malvinas Day,Argentina,ARG
2022-04-14,Maundy Thursday,Argentina,ARG
2022-04-15,Good Friday,Argentina,ARG
2022-05-01,Labour Day,Argentina,ARG
2022-05-25,May Day Revolution,Argentina,ARG
2022-06-17,Martin Miguel de Guemes Day,Argentina,ARG
2022-06-19,Father's Day,Argentina,ARG
2022-06-20,National Flag Day,Argentina,ARG
2022-07-09,Independence Day,Argentina,ARG
2022-08-15,San Martin's Day,Argentina,ARG
2022-10-10,Day of respect for cultural diversity,Argentina,ARG
2022-10-16,Mother's Day,Argentina,ARG
2022-11-28,Day of National Sovereignty,Argentina,ARG
2022-12-08,Immaculate Conception Day,Argentina,ARG
2022-12-09,Christmas Eve (Bridge Day),Argentina,ARG
2022-12-25,Christmas Day,Argentina,ARG
2016-01-01,New Year's Day,Armenia,ARM
2016-01-02,New Year's Holiday,Armenia,ARM
2016-01-03,New Year's Holiday,Armenia,ARM
2016-01-04,New Year's Holiday (in lieu),Armenia,ARM
2016-01-05,Christmas Eve,Armenia,ARM
2016-01-06,Christmas Day,Armenia,ARM
2016-01-28,National Army Day,Armenia,ARM
2016-03-07,Public Holiday (Bridge Day),Armenia,ARM
2016-03-08,Women's Day,Armenia,ARM
2016-03-28,Easter Monday,Armenia,ARM
2016-04-24,Genocide Memorial Day,Armenia,ARM
2016-05-01,Labor Day,Armenia,ARM
2016-05-09,Victory Day,Armenia,ARM
2016-05-28,Day of the First Republic,Armenia,ARM
2016-07-05,Constitution Day,Armenia,ARM
2016-09-12,Exaltation of the Holy Cross,Armenia,ARM
2016-09-21,Independence Day,Armenia,ARM
2016-12-31,New Year's Eve,Armenia,ARM
2017-01-01,New Year's Day,Armenia,ARM
2017-01-02,New Year's Holiday (in lieu),Armenia,ARM
2017-01-03,New Year's Holiday,Armenia,ARM
2017-01-04,New Year's Holiday,Armenia,ARM
2017-01-05,Christmas Eve,Armenia,ARM
2017-01-06,Christmas Day,Armenia,ARM
2017-01-28,National Army Day,Armenia,ARM
2017-03-08,Women's Day,Armenia,ARM
2017-04-17,Easter Monday,Armenia,ARM
2017-04-24,Genocide Memorial Day,Armenia,ARM
2017-05-01,Labor Day,Armenia,ARM
2017-05-08,Public Holiday (Bridge Day),Armenia,ARM
2017-05-09,Victory Day,Armenia,ARM
2017-05-28,Day of the First Republic,Armenia,ARM
2017-07-05,Constitution Day,Armenia,ARM
2017-09-18,Exaltation of the Holy Cross,Armenia,ARM
2017-09-21,Independence Day,Armenia,ARM
2017-12-31,New Year's Eve,Armenia,ARM
2018-01-01,New Year's Day,Armenia,ARM
2018-01-02,New Year's Holiday,Armenia,ARM
2018-01-03,New Year's Holiday,Armenia,ARM
2018-01-04,New Year's Holiday,Armenia,ARM
2018-01-05,Christmas Eve,Armenia,ARM
2018-01-06,Christmas Day,Armenia,ARM
2018-01-28,National Army Day,Armenia,ARM
2018-03-08,Women's Day,Armenia,ARM
2018-03-09,Public Holiday,Armenia,ARM
2018-04-02,Easter Monday,Armenia,ARM
2018-04-24,Genocide Memorial Day,Armenia,ARM
2018-05-01,Labor Day,Armenia,ARM
2018-05-09,Victory Day,Armenia,ARM
2018-05-28,Day of the First Republic,Armenia,ARM
2018-07-05,Constitution Day,Armenia,ARM
2018-09-17,Exaltation of the Holy Cross,Armenia,ARM
2018-09-21,Independence Day,Armenia,ARM
2018-12-31,New Year's Eve,Armenia,ARM
2019-01-01,New Year's Day,Armenia,ARM
2019-01-02,New Year's Holiday,Armenia,ARM
2019-01-03,New Year's Holiday,Armenia,ARM
2019-01-04,New Year's Holiday,Armenia,ARM
2019-01-05,Christmas Eve,Armenia,ARM
2019-01-06,Christmas Day,Armenia,ARM
2019-01-28,National Army Day,Armenia,ARM
2019-03-08,Women's Day,Armenia,ARM
2019-04-22,Easter Monday,Armenia,ARM
2019-04-24,Genocide Memorial Day,Armenia,ARM
2019-05-01,Labor Day,Armenia,ARM
2019-05-09,Victory Day,Armenia,ARM
2019-05-28,Day of the First Republic,Armenia,ARM
2019-07-05,Constitution Day,Armenia,ARM
2019-09-16,Exaltation of the Holy Cross,Armenia,ARM
2019-09-21,Armenian Independence Day,Armenia,ARM
2019-12-31,New Year's Eve,Armenia,ARM
2020-01-01,New Year's Day,Armenia,ARM
2020-01-02,New Year's Holiday,Armenia,ARM
2020-01-03,New Year's Holiday,Armenia,ARM
2020-01-04,New Year's Holiday,Armenia,ARM
2020-01-05,Christmas Eve,Armenia,ARM
2020-01-06,Christmas Day,Armenia,ARM
2020-01-28,National Army Day,Armenia,ARM
2020-03-08,Women's Day,Armenia,ARM
2020-04-13,Easter Monday,Armenia,ARM
2020-04-24,Genocide Memorial Day,Armenia,ARM
2020-05-01,Labor Day,Armenia,ARM
2020-05-09,Victory Day,Armenia,ARM
2020-05-28,Day of the First Republic,Armenia,ARM
2020-07-05,Constitution Day,Armenia,ARM
2020-09-14,Exaltation of the Holy Cross,Armenia,ARM
2020-09-21,Armenian Independence Day,Armenia,ARM
2020-12-31,New Year's Eve,Armenia,ARM
2021-01-01,New Year's Day,Armenia,ARM
2021-01-04,New Year (in lieu),Armenia,ARM
2021-01-05,Christmas Eve,Armenia,ARM
2021-01-06,Christmas Day,Armenia,ARM
2021-01-28,National Army Day,Armenia,ARM
2021-03-08,Women's Day,Armenia,ARM
2021-04-05,Easter Monday,Armenia,ARM
2021-04-24,Genocide Memorial Day,Armenia,ARM
2021-05-01,Labor Day,Armenia,ARM
2021-05-09,Victory Day,Armenia,ARM
2021-05-28,Day of the First Republic,Armenia,ARM
2021-07-05,Constitution Day,Armenia,ARM
2021-09-13,Exaltation of the Holy Cross,Armenia,ARM
2021-09-21,Armenian Independence Day,Armenia,ARM
2021-12-31,New Year's Eve,Armenia,ARM
2022-01-01,New Year's Day,Armenia,ARM
2022-01-02,New Year's Holiday,Armenia,ARM
2022-01-03,New Year's Holiday,Armenia,ARM
2022-01-04,New Year's Holiday,Armenia,ARM
2022-01-05,Christmas Eve,Armenia,ARM
2022-01-06,Christmas Day,Armenia,ARM
2022-01-28,National Army Day,Armenia,ARM
2022-03-08,Women's Day,Armenia,ARM
2022-04-18,Easter Monday,Armenia,ARM
2022-04-24,Genocide Memorial Day,Armenia,ARM
2022-05-01,Labor Day,Armenia,ARM
2022-05-09,Victory Day,Armenia,ARM
2022-05-28,Day of the First Republic,Armenia,ARM
2022-07-05,Constitution Day,Armenia,ARM
2022-09-12,Exaltation of the Holy Cross,Armenia,ARM
2022-09-21,Armenian Independence Day,Armenia,ARM
2022-12-31,New Year's Eve,Armenia,ARM
2018-01-01,New Year's Day,Aruba,ABW
2018-01-25,Betico Croes Day,Aruba,ABW
2018-02-12,Carnival Monday,Aruba,ABW
2018-03-18,National Anthem and Flag Day,Aruba,ABW
2018-03-30,Good Friday,Aruba,ABW
2018-04-02,Easter Monday,Aruba,ABW
2018-04-27,King's Birthday,Aruba,ABW
2018-05-01,Labour Day,Aruba,ABW
2018-05-10,Ascension Day,Aruba,ABW
2018-12-25,Christmas Day,Aruba,ABW
2018-12-26,Boxing Day,Aruba,ABW
2019-01-01,New Year's Day,Aruba,ABW
2019-01-25,Betico Croes Day,Aruba,ABW
2019-03-04,Carnival Monday,Aruba,ABW
2019-03-18,National Anthem and Flag Day,Aruba,ABW
2019-04-19,Good Friday,Aruba,ABW
2019-04-22,Easter Monday,Aruba,ABW
2019-04-27,King's Birthday,Aruba,ABW
2019-05-01,Labour Day,Aruba,ABW
2019-05-30,Ascension Day,Aruba,ABW
2019-12-25,Christmas Day,Aruba,ABW
2019-12-26,Boxing Day,Aruba,ABW
2020-01-01,New Year's Day,Aruba,ABW
2020-01-25,Betico Croes Day,Aruba,ABW
2020-02-24,Carnival Monday,Aruba,ABW
2020-03-18,National Anthem and Flag Day,Aruba,ABW
2020-04-10,Good Friday,Aruba,ABW
2020-04-13,Easter Monday,Aruba,ABW
2020-04-27,King's Birthday,Aruba,ABW
2020-05-01,Labour Day,Aruba,ABW
2020-05-21,Ascension Day,Aruba,ABW
2020-12-25,Christmas Day,Aruba,ABW
2020-12-26,Boxing Day,Aruba,ABW
2021-01-01,New Year's Day,Aruba,ABW
2021-01-25,Betico Croes Day,Aruba,ABW
2021-02-15,Carnival Monday,Aruba,ABW
2021-03-18,National Anthem and Flag Day,Aruba,ABW
2021-04-02,Good Friday,Aruba,ABW
2021-04-05,Easter Monday,Aruba,ABW
2021-04-27,King's Birthday,Aruba,ABW
2021-05-01,Labour Day,Aruba,ABW
2021-05-13,Ascension Day,Aruba,ABW
2021-12-25,Christmas Day,Aruba,ABW
2021-12-26,Boxing Day,Aruba,ABW
2022-01-01,New Year's Day,Aruba,ABW
2022-01-25,Betico Croes Day,Aruba,ABW
2022-02-28,Carnival Monday,Aruba,ABW
2022-03-18,National Anthem and Flag Day,Aruba,ABW
2022-04-15,Good Friday,Aruba,ABW
2022-04-18,Easter Monday,Aruba,ABW
2022-04-27,King's Birthday,Aruba,ABW
2022-05-01,Labour Day,Aruba,ABW
2022-05-26,Ascension Day,Aruba,ABW
2022-12-25,Christmas Day,Aruba,ABW
2022-12-26,Boxing Day,Aruba,ABW
2016-01-01,New Year's Day,Australia,AUS
2016-01-26,Australia Day,Australia,AUS
2016-03-07,Labour Day,Australia,AUS
2016-03-14,Adelaide Cup,Australia,AUS
2016-03-14,Canberra Day,Australia,AUS
2016-03-14,Labour Day,Australia,AUS
2016-03-25,Good Friday,Australia,AUS
2016-03-26,Holy Saturday,Australia,AUS
2016-03-27,Easter Sunday,Australia,AUS
2016-03-28,Easter Monday,Australia,AUS
2016-03-29,Easter Tuesday,Australia,AUS
2016-04-25,Anzac Day,Australia,AUS
2016-05-02,Labour Day,Australia,AUS
2016-05-08,Mother's Day,Australia,AUS
2016-06-06,Western Australia Day,Australia,AUS
2016-06-13,Queen's Birthday,Australia,AUS
2016-08-01,Picnic Day,Australia,AUS
2016-08-01,Bank Holiday,Australia,AUS
2016-08-10,Ekka People's Day,Australia,AUS
2016-09-04,Father's Day,Australia,AUS
2016-09-26,Family & Community Day,Australia,AUS
2016-09-26,Queen's Birthday,Australia,AUS
2016-09-30,Grand Final Eve,Australia,AUS
2016-10-03,Labour Day,Australia,AUS
2016-10-03,Queen's Birthday,Australia,AUS
2016-11-01,Melbourne Cup Day,Australia,AUS
2016-12-25,Christmas Day,Australia,AUS
2016-12-26,Boxing Day,Australia,AUS
2016-12-27,Christmas Day (in lieu),Australia,AUS
2016-12-27,Proclamation Day,Australia,AUS
2017-01-01,New Year's Day,Australia,AUS
2017-01-02,New Year's Day (in lieu),Australia,AUS
2017-01-26,Australia Day,Australia,AUS
2017-03-06,Labour Day,Australia,AUS
2017-03-13,Adelaide Cup,Australia,AUS
2017-03-13,Canberra Day,Australia,AUS
2017-03-13,Labour Day,Australia,AUS
2017-04-14,Good Friday,Australia,AUS
2017-04-15,Easter Saturday,Australia,AUS
2017-04-15,Holy Saturday,Australia,AUS
2017-04-16,Easter Sunday,Australia,AUS
2017-04-17,Easter Monday,Australia,AUS
2017-04-18,Easter Tuesday,Australia,AUS
2017-04-25,Anzac Day,Australia,AUS
2017-05-01,Labour Day,Australia,AUS
2017-05-14,Mother's Day,Australia,AUS
2017-06-05,Western Australia Day,Australia,AUS
2017-06-12,Queen's Birthday,Australia,AUS
2017-08-07,Picnic Day,Australia,AUS
2017-08-07,Bank Holiday,Australia,AUS
2017-08-16,Ekka People's Day,Australia,AUS
2017-09-03,Father's Day,Australia,AUS
2017-09-25,Family & Community Day,Australia,AUS
2017-09-25,Queen's Birthday,Australia,AUS
2017-09-29,Grand Final Eve,Australia,AUS
2017-10-02,Labour Day,Australia,AUS
2017-10-02,Queen's Birthday,Australia,AUS
2017-11-07,Melbourne Cup Day,Australia,AUS
2017-12-25,Christmas Day,Australia,AUS
2017-12-26,Proclamation Day,Australia,AUS
2017-12-26,Boxing Day,Australia,AUS
2018-01-01,New Year's Day,Australia,AUS
2018-01-26,Australia Day,Australia,AUS
2018-03-05,Labour Day,Australia,AUS
2018-03-12,Adelaide Cup,Australia,AUS
2018-03-12,Canberra Day,Australia,AUS
2018-03-12,Labour Day,Australia,AUS
2018-03-30,Good Friday,Australia,AUS
2018-03-31,Holy Saturday,Australia,AUS
2018-04-01,Easter Sunday,Australia,AUS
2018-04-02,Easter Monday,Australia,AUS
2018-04-03,Easter Tuesday,Australia,AUS
2018-04-25,Anzac Day,Australia,AUS
2018-05-07,Labour Day,Australia,AUS
2018-05-13,Mother's Day,Australia,AUS
2018-05-28,Reconciliation Day,Australia,AUS
2018-06-04,Western Australia Day,Australia,AUS
2018-06-11,Queen's Birthday,Australia,AUS
2018-08-06,Bank Holiday,Australia,AUS
2018-08-06,Picnic Day,Australia,AUS
2018-08-15,Ekka People's Day,Australia,AUS
2018-09-02,Father's Day,Australia,AUS
2018-09-24,Queen's Birthday,Australia,AUS
2018-09-28,Grand Final Eve,Australia,AUS
2018-10-01,Labour Day,Australia,AUS
2018-10-01,Queen's Birthday,Australia,AUS
2018-11-06,Melbourne Cup Day,Australia,AUS
2018-12-24,Christmas Eve,Australia,AUS
2018-12-24,Christmas Eve,Australia,AUS
2018-12-25,Christmas Day,Australia,AUS
2018-12-26,Proclamation Day,Australia,AUS
2018-12-26,Boxing Day,Australia,AUS
2018-12-31,New Year's Eve,Australia,AUS
2018-12-31,New Year's Eve,Australia,AUS
2019-01-01,New Year's Day,Australia,AUS
2019-01-28,Australia Day (in lieu),Australia,AUS
2019-03-04,Labour Day,Australia,AUS
2019-03-11,Adelaide Cup,Australia,AUS
2019-03-11,Canberra Day,Australia,AUS
2019-03-11,Labour Day,Australia,AUS
2019-04-19,Good Friday,Australia,AUS
2019-04-20,Holy Saturday,Australia,AUS
2019-04-21,Easter Sunday,Australia,AUS
2019-04-22,Easter Monday,Australia,AUS
2019-04-23,Easter Tuesday,Australia,AUS
2019-04-25,Anzac Day,Australia,AUS
2019-05-06,Labour Day,Australia,AUS
2019-05-12,Mother's Day,Australia,AUS
2019-05-27,Reconciliation Day,Australia,AUS
2019-06-03,Western Australia Day,Australia,AUS
2019-06-10,Queen's Birthday,Australia,AUS
2019-08-05,Picnic Day,Australia,AUS
2019-08-05,Bank Holiday,Australia,AUS
2019-08-14,Ekka People's Day,Australia,AUS
2019-09-01,Father's Day,Australia,AUS
2019-09-27,Grand Final Eve,Australia,AUS
2019-09-30,Queen's Birthday,Australia,AUS
2019-10-07,Labour Day,Australia,AUS
2019-10-07,Queen's Birthday,Australia,AUS
2019-11-05,Melbourne Cup Day,Australia,AUS
2019-12-24,Christmas Eve,Australia,AUS
2019-12-24,Christmas Eve,Australia,AUS
2019-12-24,Christmas Eve,Australia,AUS
2019-12-25,Christmas Day,Australia,AUS
2019-12-26,Boxing Day,Australia,AUS
2019-12-26,Proclamation Day,Australia,AUS
2019-12-31,New Year's Eve,Australia,AUS
2019-12-31,New Year's Eve,Australia,AUS
2020-01-01,New Year's Day,Australia,AUS
2020-01-27,Australia Day (in lieu),Australia,AUS
2020-03-02,Labour Day,Australia,AUS
2020-03-09,Adelaide Cup,Australia,AUS
2020-03-09,Canberra Day,Australia,AUS
